Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/env_infos/final/x_position Max,evaluation/env_infos/final/x_position Mean,evaluation/env_infos/final/x_position Min,evaluation/env_infos/final/x_position Std,evaluation/env_infos/final/x_velocity Max,evaluation/env_infos/final/x_velocity Mean,evaluation/env_infos/final/x_velocity Min,evaluation/env_infos/final/x_velocity Std,evaluation/env_infos/initial/x_position Max,evaluation/env_infos/initial/x_position Mean,evaluation/env_infos/initial/x_position Min,evaluation/env_infos/initial/x_position Std,evaluation/env_infos/initial/x_velocity Max,evaluation/env_infos/initial/x_velocity Mean,evaluation/env_infos/initial/x_velocity Min,evaluation/env_infos/initial/x_velocity Std,evaluation/env_infos/x_position Max,evaluation/env_infos/x_position Mean,evaluation/env_infos/x_position Min,evaluation/env_infos/x_position Std,evaluation/env_infos/x_velocity Max,evaluation/env_infos/x_velocity Mean,evaluation/env_infos/x_velocity Min,evaluation/env_infos/x_velocity Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/env_infos/final/x_position Max,exploration/env_infos/final/x_position Mean,exploration/env_infos/final/x_position Min,exploration/env_infos/final/x_position Std,exploration/env_infos/final/x_velocity Max,exploration/env_infos/final/x_velocity Mean,exploration/env_infos/final/x_velocity Min,exploration/env_infos/final/x_velocity Std,exploration/env_infos/initial/x_position Max,exploration/env_infos/initial/x_position Mean,exploration/env_infos/initial/x_position Min,exploration/env_infos/initial/x_position Std,exploration/env_infos/initial/x_velocity Max,exploration/env_infos/initial/x_velocity Mean,exploration/env_infos/initial/x_velocity Min,exploration/env_infos/initial/x_velocity Std,exploration/env_infos/x_position Max,exploration/env_infos/x_position Mean,exploration/env_infos/x_position Min,exploration/env_infos/x_position Std,exploration/env_infos/x_velocity Max,exploration/env_infos/x_velocity Mean,exploration/env_infos/x_velocity Min,exploration/env_infos/x_velocity Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls 
306,0.99617296,0.01157306,-0.9349772,0.79982364,12.284600297209854,35,62.15892707967036,12.284600297209854,6.309292414416354,9.440923215648125,3.267007623232824,0.43039140180414903,-0.433067669212604,0.31808716154070604,-0.08681679771171057,-0.12837144459928274,-0.15788050494470815,0.015139416729925014,0.15446212391923703,-0.4617931270864739,-0.7489246353169117,0.17706165930885623,0.001359334446861368,-0.0028099667189525456,-0.008150414324350657,0.0030436847449243085,-0.429455345529513,-0.4534929265017402,-0.47184184962415815,0.011418270720993027,0.001359334446861368,-0.07685631546477482,-0.15788050494470815,0.039766100938196366,2.267621611036283,-0.565769487641647,-1.4308544693587069,0.3181169904323749,7897,273061,73,28.542857142857144,21,9.034356193815622,0.9996521,0.10358448,-0.9958101,0.7133358,84.33364712424395,11,778.0148303516896,84.33364712424395,2.800362130253433,220.40782081574193,2.573540079539317,0.9276701183666836,-0.6730123249183136,0.4566638974369098,0.6880384269970532,-0.04928164926189484,-0.18692489039326587,0.2354403503054749,0.25321401401534344,-0.3882856214903692,-0.8867589477504246,0.3232408554604718,0.0018091718425327006,-0.002280972602558506,-0.007440935825769773,0.0031643536868133392,-0.28917813239182155,-0.41695315185069737,-0.5145835691022873,0.07109333952319162,0.6880384269970532,0.13245746682173282,-0.19871364477618567,0.2721382331426081,1.5759226791315257,-0.06921241507694514,-1.67300735943324,0.45614989990183247,8363,308000,694,90.9090909090909,18,191.62674635174332,308000,0.005322099999830243,24.81873460001134,1.2134595999996236,2.99521729999924,0.01104470000063884,20.59340110001176,0.00018980000004376052,8041.19656700002,0.00010000000020227162,8973.265625,-2.3771355152130127,23.714443,6.261166,-4.608515,6.801797,-16093108.0,19574342.0,15203477.0,-0.65878516,4414583.5,19129714.0,15369098.0,7019425.5,2803087.2,19199938.0,15356626.0,7032696.0,2799462.8,6529917000000.0,6536182600000.0,307000
307,0.9956409,0.010284018,-0.91294575,0.83673275,13.97031737544264,9,25.349933340722796,13.97031737544264,8.529365882398745,5.037071031031827,0.9014862695880298,0.3978887860094423,-0.3711426997305415,0.21513264500205145,-0.13095124598213254,-0.16950196098151385,-0.2426669308178555,0.035935058144609885,-0.3609175515809221,-0.6579231512222629,-0.9795168946435742,0.16439438122593567,-0.0025308038860680027,-0.005195131354817632,-0.008510565899761081,0.0019494144651050758,-0.43452711858708754,-0.45492545912907584,-0.47073156260398547,0.012282077431902651,-0.0025308038860680027,-0.09562937153485675,-0.2426669308178555,0.05470387571428877,-0.0928205183796521,-0.5979098495639081,-1.3668252678038142,0.21534577896150905,7906,273377,49,35.111111111111114,26,8.659541230399428,0.99954903,0.034447204,-0.9904179,0.7909628,17.416734346370692,28,176.22424032491284,17.416734346370692,5.319845812656387,30.957842668669482,1.5915439118970467,0.4876685616983795,-0.8750329605644852,0.36948191357264104,-0.09288015150888339,-0.14492696036075267,-0.202927836094599,0.028894261363695647,-0.08271315420191501,-0.5340519566570578,-0.9370382984301151,0.1853651352531138,0.0013650742954923697,-0.003228298343065479,-0.0082426903724858,0.003074008384459785,-0.35229900023444727,-0.4509024493627967,-0.5053542434235697,0.040443497180383176,0.0013650742954923697,-0.09161243792422738,-0.2179360092132272,0.050729600473312673,0.5969837150205208,-0.5085705856440635,-1.8749051804101378,0.3693335532211624,8391,309000,189,35.714285714285715,20,30.338397573816234,309000,0.00939730000027339,25.184877400021833,1.2537775999999212,2.5486808000005112,0.014263500000197382,21.358367000020735,0.000204699999812874,8067.439353300029,0.00018650000038178405,8539.3056640625,2.6213951110839844,28.609049,5.7104206,-3.9188218,6.887361,-16542481.0,19439456.0,15827577.0,0.13155602,3665486.0,19458750.0,15767440.0,8216836.0,2909419.2,19300138.0,15788038.0,8412100.0,2889700.5,4839162000000.0,4922608000000.0,308000
308,0.9951083,0.0019228483,-0.91416186,0.7520301,13.03321254860505,3,14.92144722692866,13.03321254860505,10.003707256780203,2.1637799585339934,0.9632005040417524,0.3949458348062135,-0.3159055280091506,0.22883522883122925,-0.13924834872870878,-0.16244053041327455,-0.1769684434368117,0.01657314192239813,-0.4571495158272008,-0.6593537813723559,-0.7851496514808889,0.14439460843376128,-0.006801512938168197,-0.007201956998573053,-0.007707713144664377,0.00037737486235585907,-0.4460829596397191,-0.44998631441998976,-0.45294153677383925,0.002879147605304072,-0.006801512938168197,-0.09311828335285827,-0.1769684434368117,0.046427248379776645,-0.03634863837853955,-0.6016608482199295,-1.312926790654872,0.22844795795079853,7909,273476,36,33.0,31,2.160246899469287,0.99982864,0.047441535,-0.99647,0.7574872,32.85135439660209,19,183.02032375295892,32.85135439660209,6.173845603922279,51.3660633192197,5.340884963804918,0.6241757335354395,-1.4503618146128299,0.6619370956388733,0.17647302427780692,-0.15595834746811468,-0.482401705456839,0.12535337138327865,0.5183399852185036,-0.5057329520068116,-1.3544202258359421,0.42461123628570974,0.000983863057897763,-0.0026441156233082334,-0.008654157952819822,0.003052415976771788,-0.19219665952801332,-0.434038960180245,-0.5109060872249733,0.08088796852337744,0.17647302427780692,-0.1028028083753687,-0.482401705456839,0.07974625600800023,4.345991936499314,-0.37236804087484,-2.450356713959789,0.6618072920831601,8410,310000,190,52.63157894736842,21,46.11451481317236,310000,0.009470500000134052,24.795897900019554,1.2338520000002973,2.7267431000000215,0.004897999999229796,20.82070140001997,0.00013029999990976648,8093.291102100061,0.00010259999999107094,8873.470703125,-15.811931610107422,25.145027,7.7393293,-4.9300337,7.7538013,-16807168.0,19809090.0,15902220.0,0.18929647,4214238.0,19492390.0,15993804.0,8425245.0,2949259.5,19582092.0,15980990.0,8567588.0,2938723.5,5532736000000.0,5584603600000.0,309000
309,0.995989,0.018167017,-0.9109881,0.80546874,16.45521038013972,6,36.597246942222576,16.45521038013972,7.820122085282117,9.806149145336281,1.2295437996793275,0.4961369963861223,-0.4032307405333551,0.29197763404332777,-0.1242316390582876,-0.13346188431156958,-0.1510437268222146,0.008464606303127845,-0.025580124097070167,-0.36999993298729356,-0.5942045167022236,0.18292213280513378,-0.0003355408422623231,-0.0044467427450659265,-0.0071079595231063886,0.002693000297123176,-0.44849028722178214,-0.45539070177683943,-0.46575887681348876,0.006242199811786931,-0.0003355408422623231,-0.08542502692998902,-0.1510437268222146,0.040781802084761024,0.23003671206121498,-0.4999683436459236,-1.3998827547888788,0.2924338328654564,7915,273675,53,33.166666666666664,25,9.940098367498962,0.9995328,0.1142576,-0.996752,0.68835646,104.7927865017057,9,799.2924258764477,104.7927865017057,5.984523729697721,246.52408809195086,1.9682032256416209,0.9431350785153522,-0.488147968253476,0.44153141065090923,0.8286968765397986,-0.04730335634581046,-0.3260100778207969,0.3157951458569626,-0.13768239814694605,-0.45243281083485404,-0.7177430676381397,0.17708474493734572,0.0022992885238978067,-0.0026683957461803138,-0.008504364010369895,0.0033384726651860997,-0.25980900964241543,-0.414361623791532,-0.5054462731193182,0.08055755333263273,0.8381480733945771,0.2128075123597245,-0.3260100778207969,0.35033923916795306,0.9689264755538829,-0.05394358528870774,-1.4864206963389939,0.44101545011418336,8419,311000,697,111.11111111111111,21,209.26933440183646,311000,0.011645100000350794,25.770085499989364,1.2616000000007261,2.8134223000006386,0.008793599999989965,21.674435099987022,0.00010680000013962854,8120.153914100016,8.260000049631344e-05,8748.8818359375,8.171365737915039,20.947773,5.099741,-7.442491,6.0747504,-16379801.0,19985782.0,15753461.0,1.3481694,3323136.8,20206122.0,15860861.0,7705645.0,2885976.2,20241370.0,15870105.0,7805501.5,2873322.2,3603526800000.0,3577214100000.0,310000
310,0.99571586,0.016386589,-0.943631,0.8029642,16.48584328220827,30,124.39758609632337,16.48584328220827,5.738023124393332,20.620529553351332,1.9513789876318006,0.5228068694146385,-0.3476201853837386,0.34925398862284013,0.04101588974998554,-0.11933489946813498,-0.15353658657720134,0.031569432886029744,0.6763974586604486,-0.33321396173980256,-0.7483334607063102,0.22847746205669708,0.001467230438697573,-0.0036265013969421964,-0.008704572262211396,0.003076549632021369,-0.4309321715214785,-0.46190250733765714,-0.47764620475667635,0.013009269428260228,0.04101588974998554,-0.07499957971276792,-0.15353658657720134,0.038813288114677845,0.9513858348541362,-0.4733230105571909,-1.344506193646373,0.349026849231159,7945,274621,120,31.533333333333335,21,17.323843556080607,0.9992834,0.024914986,-0.98957014,0.7791309,15.100154061650265,32,92.30650082394271,15.100154061650265,4.993002205847912,18.14655643268975,3.449932134804345,0.4832049299728086,-0.877951491299618,0.3940344547005133,0.04602531251567316,-0.12792079283628252,-0.2858499973323425,0.04607167772610957,0.6030855790506517,-0.3800942284736839,-0.7333729142103735,0.26795278549074897,0.002428477117109121,-0.003121748352716223,-0.008806777463494337,0.0030544252805155513,-0.27888455718298955,-0.43602806263501337,-0.5166927729157067,0.06808026673736944,0.04602531251567316,-0.08751112997346297,-0.2858499973323425,0.0584562999027675,2.4537517463537224,-0.5131490759385856,-1.8775484969649203,0.3938250082463643,8451,312000,90,31.25,15,18.010413654327877,312000,0.006611499999962689,24.675183300012577,1.3310731000001397,2.7675746000004438,0.012044000000059896,20.557360000012523,0.00042829999983950984,8145.888965100011,9.179999960906571e-05,8655.7734375,6.611194133758545,26.277002,5.270769,-4.214809,6.8960443,-16544770.0,19203638.0,14955478.0,-0.16224873,4961133.0,18986778.0,15429058.0,6759669.5,3056247.0,18908414.0,15419314.0,6756220.5,3054310.2,9866804000000.0,10025238000000.0,311000
311,0.99609363,0.027010785,-0.9545283,0.78093296,30.328480295278165,21,311.079941549802,30.328480295278165,9.005117149880416,63.377794011702505,4.2294353635112,0.6711254859861343,-0.4006277153658056,0.6053807594000135,0.8509872679651599,-0.11793607649616643,-0.4688102494403669,0.23360717584853838,2.39882802415238,-0.30276896912712703,-0.6856972601522112,0.6224678445044209,0.00019602701014702502,-0.0040043817909526614,-0.00827186539620856,0.0027513414681907627,-0.43324525509487544,-0.45497806208923997,-0.47143043302173887,0.012240630760306195,0.8509872679651599,-0.04702769417248118,-0.4688102494403669,0.2044098817062751,3.2294472656106756,-0.32521099884621724,-1.3969156778024816,0.6051320350182156,7966,275570,205,45.19047619047619,24,40.01382980875135,0.9996679,0.08401198,-0.99622893,0.7253626,60.28918077679926,14,635.9736239646206,60.28918077679926,5.323913134013728,161.01942105000614,3.234694321382242,0.8440485308751896,-0.6547920631551045,0.4846979413911718,0.6830853262054765,-0.08918482498618101,-0.2774161397065106,0.21794797680213387,0.19830330990418255,-0.4353355283052078,-1.0178066776552612,0.29296680048908225,0.001148392342715933,-0.004982660756841209,-0.008032796170575467,0.002837313602991288,0.017056258951643217,-0.38560203160521744,-0.5126082067646531,0.15440765442624999,0.6830853262054765,0.10101296796517394,-0.2826150828296771,0.27264855491296003,2.2347141155613683,-0.15275221584381776,-1.649813642420699,0.48403969203052327,8465,313000,552,71.42857142857143,21,135.66645773772544,313000,0.006118500000411586,23.839509100003852,1.3253252000004068,2.447263099999873,0.007699499999944237,20.052904200003468,0.00010589999965304742,8170.775436800009,9.270000009564683e-05,8685.0947265625,0.6206192970275879,26.94239,5.93157,-5.871793,6.6216383,-16849238.0,21121486.0,16308802.0,0.28905705,3718879.2,21512822.0,16385670.0,7800002.5,2752783.2,21526902.0,16390287.0,7934184.5,2734327.2,2894109600000.0,2965611700000.0,312000
312,0.9954649,0.024937985,-0.9855683,0.7563657,32.53410127740162,22,218.00680663209602,32.53410127740162,7.751193371664239,56.483540173937165,5.4311314060776645,0.7534212927398268,-1.721478796912248,0.6577171725850711,0.410975053729609,-0.0851248686383243,-0.15494076201596985,0.14566673708639902,1.002567986193456,-0.3020798436609495,-0.6899647692070083,0.4262623164756947,-0.00016046713816447646,-0.004776011140719182,-0.008383627875194538,0.0029007736147197336,-0.4384808979166536,-0.4557255039131283,-0.47352633426878193,0.009394262492857287,0.410975053729609,-0.04539537407577585,-0.15494076201596985,0.09933605798083042,4.432101045975011,-0.24314244126789786,-2.721112968338544,0.6574287494975446,7988,276520,167,43.18181818181818,23,38.74114134944725,0.9998601,0.09193328,-0.9928026,0.6975354,55.21748389863393,14,567.3148296887873,55.21748389863393,5.53587527712579,143.24597775293887,1.827504247439875,0.7730447745808745,-0.6671392737499401,0.42484692592430867,0.1697235820997701,-0.12805068017532042,-0.21262797442393014,0.08605454751336944,0.5312132754876422,-0.531663417097955,-1.0090077986634194,0.35054449813422456,0.0018047611128486432,-0.00331946953933398,-0.008049745888979155,0.003335217998705015,-0.2214996167569707,-0.4075401885479807,-0.4960810013463023,0.09113891678623415,0.17856525857157785,-0.07010517092801603,-0.24872641627400222,0.10646202344599252,0.8277349039296049,-0.22398518125264796,-1.6669281029722616,0.4241645601292178,8479,314000,547,71.42857142857143,21,133.37525701446077,314000,0.004831299999750627,22.376609900014046,1.1718909999999596,2.6136616000003414,0.01107159999992291,18.574922100013282,0.00014270000065153,8194.136866600014,8.960000013757963e-05,8735.6083984375,8.94361686706543,20.963066,5.014495,-2.5571926,5.7296524,-17318078.0,20394754.0,16320092.0,0.22525814,3396526.0,20800858.0,16263029.0,9991104.0,2991624.5,20811146.0,16259803.0,10040026.0,2970449.5,3460132800000.0,3486083200000.0,313000
313,0.9948588,0.048342302,-0.93451166,0.6956575,54.22971008093813,3,80.55594069483644,54.22971008093813,13.14235236291436,29.434289844607832,1.840277007097204,0.4900275007313689,-0.7034281472286763,0.4521594368556409,-0.1294792439046848,-0.45158600292684986,-0.8897279056214663,0.32103231699820517,-0.6094517019111009,-0.7876908388738153,-0.9685781726264109,0.14662472552241898,-0.00569341746703203,-0.006276131567860215,-0.0072055947675852714,0.0006642520858160532,-0.43888398453469335,-0.45033517165022574,-0.4661085046822807,0.011526905722681524,-0.00569341746703203,-0.2407132364069466,-0.8897279056214663,0.203585500406792,0.842164042824705,-0.5070548411884692,-1.7032981324216905,0.4518903372419475,7991,276852,192,110.66666666666667,29,66.54488877609025,0.99926627,0.05287382,-0.9997698,0.73475504,41.52676592761285,17,209.6095229611309,41.52676592761285,3.8460629013809817,55.89658129073168,4.4746899578114565,0.7059550207694185,-1.253192769158971,0.6851678723184195,0.16684571919789828,-0.13702325025462658,-1.0211616878317307,0.2448939200984746,0.7960243288985952,-0.4390459154171384,-2.120976665766133,0.5788587715049965,0.0008391880960376273,-0.0035564794835325608,-0.008430420482610996,0.0027210453190361548,-0.08922111817453324,-0.4218898788862195,-0.5220316529229129,0.09451840897703807,0.16684571919789828,-0.11356621420212828,-1.0211616878317307,0.1689564358358129,3.4748039016639405,-0.2907890158296405,-2.2484040666710254,0.6848582938503387,8496,315000,197,58.8235294117647,16,56.38443182518677,315000,0.005420699999376666,21.92388089998167,1.2473721000005753,2.37226980000014,0.004508899999564164,18.294119899983343,0.0001218999987031566,8217.034446100039,6.759999996575061e-05,8951.658203125,-3.675225257873535,24.554976,6.403889,-4.3041,5.9868703,-17275548.0,19762610.0,16591802.0,1.0636163,3138757.5,19706804.0,16669572.0,10306277.0,2430736.5,19788010.0,16681969.0,10424748.0,2423874.5,3378698500000.0,3337283000000.0,314000
314,0.9959754,0.015615906,-0.9218541,0.77428526,13.608103021702,25,37.40029514146408,13.608103021702,6.206324854040564,8.046872558371005,1.3411478973248199,0.4138717464021289,-0.3838967371032904,0.23704460533069588,-0.10866859917374226,-0.15186800834087705,-0.43070503616661404,0.060329508385995954,-0.17166258947005386,-0.5294925563044737,-0.7942767840715333,0.18176279455319325,0.0008591977520296045,-0.0022645428967643,-0.007203609885384236,0.0028281956446927796,-0.4305835642678898,-0.4531428390634327,-0.46924374800369806,0.009383206573504445,0.0008591977520296045,-0.09674980554831436,-0.43070503616661404,0.07224171450182984,0.341756842575331,-0.5825296842937203,-1.380750759367771,0.2370683714772544,8016,277674,91,32.88,22,14.162824577039709,0.99919534,0.06794048,-0.9986043,0.7339925,32.75974000444405,19,344.330426531842,32.75974000444405,5.880521732508771,74.82563568777474,1.6639164258446841,0.6224350600844369,-0.8210396021756229,0.443941422798573,0.0758188903490291,-0.15737186623582247,-0.6318158373719271,0.12704743811341274,0.16734379572641045,-0.5337196644894684,-1.8150961836728152,0.39671629785153034,0.0019951741661895384,-0.0032976802481979053,-0.00798077922248597,0.002872314168774329,-0.3358032391664248,-0.440978033137304,-0.49674818488728567,0.04921501766548172,0.0758188903490291,-0.10873433711682133,-0.6318158373719271,0.10020820655252183,0.6672818688359408,-0.37430477435021714,-1.8150961836728152,0.44349571203909205,8515,316000,336,52.63157894736842,21,71.25654948757584,316000,0.004939399999784655,21.94006240001727,1.165808100000504,2.493958200000634,0.006052799999451963,18.269029300015973,0.00014969999938330147,8239.946840100038,0.00012490000153775327,9014.703125,-6.713405609130859,27.308254,6.737201,-2.861254,7.17551,-16893564.0,20606766.0,15515390.0,0.11678684,4708549.5,20624090.0,15987548.0,8601152.0,3154810.5,20725930.0,16000242.0,8750841.0,3162464.5,6346740600000.0,6350137500000.0,315000
315,0.99619126,0.05093366,-0.9892416,0.74194944,38.06158707027154,15,257.4644020885973,38.06158707027154,9.09784541979376,61.18035767723728,4.022382761185351,0.5855628780041775,-1.0233489677400955,0.5473698833936652,0.2996928865415222,-0.21487115179046054,-0.9854963969697977,0.2578331613798702,0.7943159738063726,-0.5368497089828992,-2.0174848730059036,0.5523795118217957,0.0007704254929416666,-0.00472626200359785,-0.008574485919790004,0.002961431902229524,-0.4366594420634717,-0.4545992195200107,-0.46388281246026036,0.00858953638062626,0.2996928865415222,-0.13562813746258756,-0.9854963969697977,0.1738281724858867,3.022901064043227,-0.4111186221981206,-2.0174848730059036,0.5467759761981948,8031,278649,220,65.0,24,56.626260103712774,0.9995394,0.0926615,-0.9954144,0.7108329,67.21344175842658,12,297.5183157260216,67.21344175842658,9.111850008224936,89.77735559203646,1.9882850571499646,0.8065613011011187,-0.47498660971438794,0.4196539001349505,-0.015194259576012583,-0.1258681233413806,-0.20042916043090894,0.05162291188604583,0.46283336084950755,-0.3193201759495518,-0.8846133674830087,0.36692883278258204,0.0017318345159562823,-0.002505239890987687,-0.006370327152172041,0.0028583773312920633,-0.38134132126240194,-0.4425963497202674,-0.4991131713224549,0.0363007356919162,0.0017318345159562823,-0.11670835846948885,-0.2628638944739778,0.05843705864814091,0.9899967816696942,-0.1903554813722326,-1.4724501824549427,0.4191254441508732,8527,317000,300,83.33333333333333,28,84.86885307474246,317000,0.00871989999905054,23.35276139997586,1.212994699999399,2.530987300000561,0.009920599999531987,19.589892499976486,0.00014350000128615648,8264.331238900006,0.00010289999954693485,9030.130859375,-0.8176474571228027,25.78852,6.0897694,-2.3287287,7.0967884,-17213348.0,20445544.0,16524539.0,0.21410519,3294824.2,20699070.0,16358011.0,7078599.0,3053468.5,20711874.0,16337724.0,7200019.5,3056628.2,1746615100000.0,1789764800000.0,316000
316,0.99652874,0.077801056,-0.96115553,0.61673844,105.52025204843066,3,300.1073989012198,105.52025204843066,7.56316884719971,137.59495760008312,3.484005731933356,1.0447549707765413,-0.33998641491630893,0.5281455462768786,0.3527364336686951,0.037670407057642054,-0.12694482266818044,0.2228603578219352,0.8349037192129094,0.02563496204819582,-0.461208780953945,0.5761627782669841,1.1139366625951023e-05,-0.004049896496795893,-0.007823313014090769,0.0032048613794909914,-0.45565474533284894,-0.46061582068322604,-0.4655153890337864,0.004025825868272606,0.3527364336686951,0.00647312748178644,-0.1466196143602988,0.12037896159424342,2.486385903709174,0.04707348637249027,-1.336577108866962,0.527320960268277,8034,278952,256,101.0,23,109.60231141114984,0.99935514,0.036857337,-0.99117213,0.7519707,14.191171563746108,29,87.20869363449954,14.191171563746108,4.589835835367816,17.49531742644009,5.401770859122825,0.41154397534863724,-1.367319653063603,0.4740415024015718,-0.11573013425918305,-0.1614427181815053,-0.740341517837322,0.1157965893894542,0.24488100618587014,-0.5171238549083884,-1.3222727714098659,0.2643834899035063,0.0015668254473524535,-0.0035412516529458047,-0.007900103400762673,0.0026886182648281905,-0.1789209772453468,-0.4366309734626582,-0.5014896051625025,0.06327107360585964,0.03559409887553378,-0.12063244854105368,-0.740341517837322,0.11454270463028994,4.407628226638389,-0.5850551143964452,-2.3663326367433744,0.473951414915956,8556,318000,153,34.48275862068966,19,28.217896851729392,318000,0.00539539999954286,22.94217840001329,1.16135740000027,2.5103517999996257,0.0053899000013188925,19.25952780001171,9.380000119563192e-05,8288.280136999958,6.229999962670263e-05,8819.072265625,4.133773326873779,15.284354,5.544973,-3.5084558,5.2968106,-17656438.0,20460684.0,16943684.0,7220967.5,2779784.2,20406710.0,16711668.0,7636154.0,2909736.5,20173074.0,16689371.0,7733113.5,2905724.8,507471270000.0,513554970000.0,317000
317,0.99603087,0.03197982,-0.9283009,0.77192616,19.198295867432783,23,94.4863243152075,19.198295867432783,7.639668307372292,20.65591598392052,1.658177444333578,0.5213232644049045,-0.34542774095623907,0.31009550254078905,-0.11454563472456265,-0.13952637520756817,-0.2956955929340353,0.03877786548818696,0.4145910213011472,-0.3999899465957232,-0.7163682982194719,0.22912109129189512,0.00128035042793748,-0.0032098258660546394,-0.008061131789799874,0.002763706685675384,-0.4343263784864421,-0.45633508457617467,-0.4780575897244034,0.012874627041754627,0.00128035042793748,-0.09932140333761226,-0.2956955929340353,0.06028288121475102,0.6597798575110683,-0.4750953793413263,-1.3414087928780836,0.30963451125501407,8057,279799,110,36.82608695652174,23,23.28584599748365,0.99938905,0.04607194,-0.9928934,0.7586167,23.32017360564744,22,96.30024165937073,23.32017360564744,5.123429741125936,22.808396571172022,2.0447697263058995,0.5130438193242437,-0.4729450658912174,0.3768297661765482,-0.04820307154636621,-0.17507171606092653,-0.33128427114316683,0.06964064780241427,0.40051607196337974,-0.4797703054125984,-0.9672137932460085,0.312862011730144,0.0019344885475863815,-0.002741814433845807,-0.007891936425698385,0.002521676078712584,-0.2693308978417,-0.43560088373060263,-0.4955071126594802,0.062249196220293464,0.0019344885475863815,-0.11920119020837372,-0.33128427114316683,0.07148637126402543,1.045111120134291,-0.48349044891654525,-1.4724708949679843,0.3763716628545152,8578,319000,105,45.45454545454545,22,24.809688856513798,319000,0.005839899999045883,23.02216760000192,1.1064896999996563,2.5869361999994,0.007825599999705446,19.3149259000038,9.859999954642262e-05,8312.317028999947,5.1700000767596066e-05,8834.9150390625,-1.8836939334869385,23.685867,6.207308,-4.536239,6.9684854,-17553654.0,20623130.0,17069400.0,11156819.0,2154293.5,20794818.0,16911460.0,11405069.0,2249528.5,20947502.0,16939014.0,11263946.0,2244714.8,320476500000.0,334387940000.0,318000
318,0.9956699,0.008490636,-0.9077236,0.79929924,13.288144471182383,15,21.638976173253944,13.288144471182383,8.278871304575606,4.124677649007674,1.1057956096653268,0.42864982165104454,-0.36829654107690796,0.2408469512756052,-0.11393638759175159,-0.14054639374717554,-0.19489882032778055,0.023212406139637976,-0.2668109359718652,-0.5456134115477783,-0.8769502494271226,0.17721579348318212,0.0012510708190170722,-0.0034092968865085662,-0.008518202606837035,0.0028345323020397698,-0.4268086338859594,-0.4508734610711086,-0.4649448529591827,0.011613310963149999,0.0012510708190170722,-0.08061630502661112,-0.19489882032778055,0.04360172321431885,0.10580051205934943,-0.5675164699565961,-1.3677449999272917,0.24083959982531924,8072,280264,38,31.0,24,5.11207720338155,0.99953246,0.072704256,-0.9975825,0.7200072,74.92497820008666,13,484.4438800611044,74.92497820008666,5.4837200121536025,134.34693428825832,4.2378049612975355,0.9740247166011267,-0.4926406383450814,0.6527248755827321,0.7210374009718873,-0.014628809712389957,-0.23415507803961835,0.27597029051527877,1.728515975216005,-0.16864004665909665,-0.7218215580821682,0.675924936037993,0.0006867370455819425,-0.004089709474370188,-0.008550485386893264,0.003118380822020377,-0.32353102974642783,-0.4390052158099644,-0.5059641418244901,0.05179533964626738,0.7210374009718873,0.02572794292331327,-0.23415507803961835,0.19424955375459788,3.2403982780909777,-0.022833105692311655,-1.4882309012349435,0.6523545193775693,8591,320000,395,76.92307692307692,19,102.49387339173126,320000,0.004994099999748869,24.04257120001239,1.2047857999987173,2.89952330000051,0.005267900000035297,19.92785870001535,8.83999982761452e-05,8337.385126799965,5.2999999752501026e-05,9194.9306640625,-3.8595733642578125,26.87478,6.4229016,-6.8510427,6.4843493,-17145666.0,20510224.0,16793116.0,9085887.0,2644464.2,20308076.0,16402834.0,7370457.0,3020370.2,20335586.0,16412954.0,7623750.5,2998450.2,1585022400000.0,1535859900000.0,319000
